author,message,badges,emotes
michele_vvm,ciao yt,[],[]
cak_4,lollo fine serata puoi fare reaction alla nuova canzone degli skz,[],[]
lula414,lollo quando sicilia,"['subscriber', 'no_audio']",[]
ayoitsscece,maledetti gli esami non posso venire a bergamoo,"['subscriber', 'bits']",[]
mattyxxvi_,ciao yt,[],[]
charlie_lacustre,mi saluti,[],[]
zar8910,ciao youtube,[],[]
eh_tonelli,ciaoyt,[],[]
matynero35,swag,['subscriber'],[]
david_gamerzx,ciao yt,[],[]
sonia_hill08,lollo l illustre,['subscriber'],[]
coolingpanda180,noo mi dispiacee io sta settimana anche se sto a scuola ho compleanni uno di mia cugina ieri e laltro del mio migliore amico domenica non mi lamento,['share_the_love'],[]
b7ack_mamba11,ciao yt,[],[]
thejo1019,ciao yt,[],[]
clelia_lacustreee,hit,['bits'],[]
sim0n4_010,ciao yt,[],[]
jessica_dislessicustre,cheer fammi sapere quando vieni in sicilia my man,"['subscriber', 'bits']",[]
superproune01,riporterai schedule,[],[]
superaless135,ciao yt,[],[]
ghostgirl_g59,waa,['subscriber'],[]
chris382b,ciao yt,[],[]
andreoski227,nobile destriero,[],[]
sofiijx,che hit,"['subscriber', 'sub_gifter']",[]
cricetorichi4,ciao yt,[],[]
ilmaze23,yo,[],[]
giulyyy1505,ciao yt,[],[]
elenasboringhuh,che bello,"['subscriber', 'premium']",[]
irene_7647,lentamente addormentarmi con lasmr di te su minecraft,"['subscriber', 'twitch_recap_2024']",[]
giorgiarodi21,che carino,[],[]
julaly0,lo voglio,"['subscriber', 'sub_gifter']",[]
1921ale,ciao yt,[],[]
luca26norris2,si,[],[]
clemon2525,si,['subscriber'],[]
wooby89,cioo ytt,[],[]
kia99_lacustre,kuromi,"['subscriber', 'share_the_love']",[]
dragopiccolo,ahhahaha che hit,"['subscriber', 'share_the_love']",[]
coolingpanda180,smash,['share_the_love'],[]
la_fan_di_lmlm,ciao ytytyyt,[],[]
mariolaoo,kuromi,['subscriber'],[]
charlzvieri,ciao youtube,[],[]
arialeutulacustre_17,che hitt,['subscriber'],[]
aleessandro1323,ciao,[],[]
joelito_pazzerello,lollo ma quanto sei bono e stempiato,['bits'],[]
urloveleti,ciao yt,[],[]
martinicadeicaraibi18,figo,[],[]
steffarge8,kuromi,[],[]
gaieutum_lacustre17,vara laa che bello,['subscriber'],[]
ginnypentola,pk kuromi,[],[]
sakottina,ma spettacolo,"['subscriber', 'twitch_recap_2023']",[]
khadija313,crazy,['subscriber'],[]
cavolo16,ciao,['subscriber'],[]
jasser_ouej,lollo dove posso vedere i tuoi prossimi eventi,[],[]
manuelio257,ciao yt,[],[]
giova_famu_010,prossima live su gta,[],[]
zaiedfiras,ciao youtube,[],[]
roeooooo009,mmph mmph,[],[]
mrtorreto12,ciao yt,[],[]
uchicagabriel,ciao yt,[],[]
edoardo2288,ciao yt,[],[]
keroberza,lollo oggi che si fa su mincraft,[],[]
t3ddypro181010,ciao ytt,[],[]
matthew_120672,nobile destriero,['subscriber'],[]
andreastumpo7,ciao yt,[],[]
beafennix,ciao youtube,[],[]
pinguinogalattico_,ciao yt,['subscriber'],[]
khadija313,no way,['subscriber'],[]
ayoitsscece,mado lollo maledetti gli esami non posso venire a bergamo,"['subscriber', 'bits']",[]
giorgyx12,ciao yt,[],[]
sofisann08,ciao yt,[],[]
ryomensukuna12367,ciao youtube,[],[]
lolloleytum,viva la ciola lollo,[],[]
lorenz06_twitch,ciao yt,[],[]
michelelant,ciao yt,[],[]
g8_davide_g8,lollo è da una settimana che non posso guardarti pk ero in punizione ma adesso im still standing,['subscriber'],[]
cavolo16,ciao ytt,['subscriber'],[]
niccor10,ciao yt,[],[]
savi8734,ciao yt,[],[]
niks5401,ciao yyty,[],[]
ghostgirl_g59,mmph mmph,['subscriber'],[]
je_lacustre,hit,['twitch_recap_2023'],[]
komallllacustre,mph mmphh ciao ytt,['subscriber'],[]
niciola22,ciao yt,[],[]
elenasboringhuh,hard,"['subscriber', 'premium']",[]
nikla1012,ciao yt,"['subscriber', 'premium']",[]
genti_losky,ciao ytytyt,[],[]
dyna3138,ciaoo yt,[],[]
elisaaa_adi,ciao yt,[],[':)']
ilgaliardo,bello ma me lo posso fare tranquillamente,['twitch_recap_2024'],[]
cavolo16,ciao yt,['subscriber'],[]
mestru_,ciao yt,[],[]
littlebug7475,ciao yt,[],[]
zitt_scem_46,ciao yt,[],[]
violasharp_,hello youtube,['bits'],[]
emma_pes,adoro,[],[]
gabryx_2013oo,cuao yt,[],[]
matteoo691,icoaoyutebu,['gone_bananas'],[]
ricottina10,ciao youtube,[],[]
danix2211_,bella ytt,"['subscriber', 'premium']",[]
charlie_lacustre,ciao yt,[],[]
jack_lo13,ciao yt,[],[]
lumina000,ciao yt,[],[]
polpettaalsugo_007,deamn,[],[]
giulii_jj,nel dubbio ciao yt,[],[]
mrlad_22a,ciao ytt,['premium'],[]
matynero35,ciao yt,['subscriber'],['lolloSwaglollo']
tr4s3_,ciao ruben,[],[]
francygaming28712,ciao yt,[],[]
martiilacustre_,ciao yt,[],[]
niarvutuastu,ciao yt,[],[]
sono_giacomo2012,ciao ytytytytytytytytytytytyt,[],[]
au_lo_,ciao yt,[],[]
chri8769,iao yt,[],[]
barbabietola696,ciao yt,[],[]
notfna,ho capito cosa regalarti quel giorno che ti incontrerò a qualche evento non riuscirai più a premere i tasti della tastiera ma saranno molto fighi,['subscriber'],[]
rip_sebi,ciao yt,[],[]
basso_alto,ciao yt,"['subscriber', 'premium']",[]
edivad_ll,verso villager,['share_the_love'],[]
supreme290786,ciao yt,[],[]
carlo_indi,ciao youtube,[],[]
danielehirnyak,ciao youtube,[],[]
eck3011,ciao youtube,[],[]
eh_tonelli,ciao yt,[],[]
matynero35,ciao yt ciao yt ciao yt ciao yt,['subscriber'],['lolloSwaglollo']
komallllacustre,mph mmphh ciao yt,['subscriber'],[]
antodiox_09,ciao yt,[],[]
,ciao yt,[],[]
sono_io_cioa,ciao kiwi,[],[]
jaco2024,lollo oggi è morto il mio pesce rosso che avevo da anni potresti farli una dedica pls,[],[]
aurex_19,ciao yt,[],[]
mattiapisti,ciao yt,[],[]
alevillex,ciao youtuber,['subscriber'],[]
rickypiredda2014,ciao yt,[],[]
asiettina_qlff,ciao yt,[],[]
chad34_6,ciao yt,['no_audio'],[]
353fhytffw,ciao lollo lollino lollone,[],[]
5pingu7,ciao youtube,[],[]
vai_mooooo,ciao youtube,[],[]
alis5s,ciao yt,[],[]
laguna_mylove,ciao yt,[],[]
delta2317,ciao,[],[]
basso_alto,ciao yt,"['subscriber', 'premium']",[]
aaadede,ciao yt,[],[]
asia_trio,ciao yt,[],[]
giulyyy1505,ciao yt,[],[]
superproune01,ciao ytt,[],[]
z3ktr0_,ciao yt,[],[]
khadija313,bella youtube,['subscriber'],[]
sharkpacificcc,ciao yt,[],[]
giovax1405,ciao yt,['no_audio'],[]
reangy,ciao yt,[],[]
ilmaze23,ciao yt,[],[]
chris382b,ciao o beli,[],[]
thejo1019,ciao yt,[],[]
ale_fiesoli08,ciao yt,[],[]
cono365,ciao yt,[],[]
c3lticsv,ytù,['glhf_pledge'],[]
d3nis422,ciao yt,[],[]
lolloseistrastempiato,ciao yt,['premium'],[]
chwrriepie_,ciao yt,[],[]
endergirl_fan_ahboh,ciao ytg,"['subscriber', 'premium']",[]
thericci68,ciao youtube,[],[]
sofy_2013_,ciao yt,['premium'],[]
non_sono_emma,lollo mi sei mancato prima ho guadato video tuoi di minecraftt,[],[]
dragopiccolo,non mphh,"['subscriber', 'share_the_love']",[]
blackshadowsedi,ciao yt,[],[]
zoepalumbo,ciao yt,[],['VirtualHug']
mariolucci0,ciao yt,"['subscriber', 'premium']",[]
chr1x67_yt,ciao yt,[],[]
tumbuslacustre17,ciao yt,[],[]
tommy_5iq,ciao yt,[],[]
lucamarcorelli,ciao yt,[],[]
ashxy_47,ciao yt,[],[]
crivellone,ciao yt,[],[]
matynero35,ciao yt ciao yt ciao yt ciao yt ciao yt,['subscriber'],['lolloSwaglollo']
justleo007,ciao yt,[],[]
sqeakilcapo1310,ciao yt,[],[]
lomafi2012,ciao yt,[],[]
simo3412,ciao yt,[],[]
michele__2014,ciao yt,[],[]
jaaaccckkkkkk,ciao yt,[],[]
leolomba30_05,ciao try,[],[]
jh6892,ciao youtube,[],[]
alex_faze13,ciao yt,[],[]
lorenzocaporicc,mzmznznznz,[],[]
caputsyrup,ciao yt,[],[]
basso_alto,ciao yyr,"['subscriber', 'premium']",[]
away_wall31,ciao yt,[],[]
mattiascrollini,ciao yt,"['subscriber', 'no_audio']",[]
manofthematc,ciao yt,[],[]
david_gamerzx,ciao yutube,[],[]
alevaccq,ciao yt,[],[]
pegos104,ciao yt,[],[]
sonoilfra104,ciao bigmegaipersupercioloni,[],[]
anthonydiremigio,ciao youtube,[],[]
sareutum__23,ciao youtube,['premium'],[]
ice_alice22,ciao yt,['share_the_love'],[]
kikkawgf,ciaoyt,[],[]
tunder4774,ciao yutub,[],[]
barberi8415,ciao yt,[],[]
giorgiarodi21,ciao yt,[],[]
mari_5102,ciao yt,"['subscriber', 'premium']",[]
bloodyshadow99,porco lollo lacustre,[],[]
arialeutulacustre_17,ciao ytt,['subscriber'],[]
therealsupers02,bentornato,[],[]
clakky_forlollo,ciao yt,[],[]
mario_ori,ciao yt,[],[]
bekotti,ciaoyt ciaoyt ciaoyt ciaoyt,[],[]
chiara_2210,ciao ytt,[],[]
axolotloargentato,ciao yt,[],[]
chiaraabrancatii,ciao yt,[],[]
diegozki8,ciao yt,[],[]
mariolucci0,ciao yt,"['subscriber', 'premium']",[]
nico9udhdb,ciaoo yt,[],[]
its_eleneutum08,ciao yt,['premium'],[]
ricky_lamarmellata,ciao yt,[],[]
sassodeiboschi,ciao yt,[],[]
peppox2013,ciaoyt,[],[]
d_2_n_4,ciao youtube,[],[]
matteo_clapy10,ciao yt,[],[]
alessio1122112,ciao youtube,[],[]
alessandreutum_amolollo,ciao ty,[],[]
jacooooopooo,cheer cheer cheer cheer cheer cheer cheer cheer cheer cheer ciao youtube,['no_video'],[]
abcbosh,ciao utube,[],[]
tramontoleggero,ciao youtube,[],[]
angelosixzone17,ciao yt,[],[]
saraah_metaa,ciao yt,[],[]
basso_alto,ciaotr,"['subscriber', 'premium']",[]
zar8910,ciao youtube,[],[]
lilynotlilii,ciaoo,['premium'],[]
kia99_lacustre,yo,"['subscriber', 'share_the_love']",[]
ginnypentola,ciao yt,[],[]
attymatteo,ciao youtube,['premium'],[]
thatoneskeleton12,ciao yt,"['subscriber', 'premium']",[]
mr_ghost_013,ciao yt,[],[]
p1k4chu01,ciao youtube,[],[]
cavolo16,ciao yt,['subscriber'],[]
mike_201022,ciao yt,[],[]
zaiedfiras,ciao y,[],[]
alexloccidominik,ciao yt,[],[]
marianna_201006,ciao yt,[],[]
colfe07,ciao yt,['no_audio'],[]
stefanoedo,ciao yt,[],[]
uchicagabriel,ciao yt,[],[]
roccof_522,ciao yt,[],[]
1234cristian2011,ciao yt,['subscriber'],[]
armaaa__,ciao yt,[],[]
keroberza,ciao yt,[],[]
urumashxun,ciaoo ytt,[],[]
feder22s2,ciao yt,[],[]
cucuzzaaa,ciao ragazzi di youtube,[],[]
erleus11,ciao youtube,[],[]
pietro071312,ciao yt,[],[]
danixboar05,bella yt,"['subscriber', 'premium']",[]
curlyfox_23,ciao yt,['premium'],[]
basso_alto,ciao yt,"['subscriber', 'premium']",[]
arialeutulacustre_17,ciaoytt,['subscriber'],[]
llgufyhaha,ciao yt,"['subscriber', 'premium']",[]
karol_acustre17,ciao yr,[],[]
valerio__290,ciao yt,[],[]
ginepica10,ciao yt,[],[]
filippovid,ciao yutube,[],[]
mari_5102,ciao yt,"['subscriber', 'premium']",[]
wooby89,ciao yt,[],[]
charlzvieri,ciao youtube,[],[]
andr25_plays,ciao yt,['no_audio'],[]
alfaalal,monello di un pollone,[],[]
tisana_bollente,ciao youtube,[],[]
beafennix,ciao youtube,[],[]
7_0mm450,ciao yt,[],[]
bl4zik3n_50,ciao yt,[],[]
shsyecsh,ciao youtube,[],[]
mathias01121,ciao youtube,"['subscriber', 'premium']",[]
demibrothersi,ciao yt,[],[]
leopannacotta,ciao yt,[],[]
tommix_ita,yts spacs,['minecraft_15th_anniversary_celebration'],[]
silvioridolfi57,ciao yt,[],[]
michele_vvm,ciao yt,[],[]
mr_domi09,ciao yt,[],[]
saverioreale14jjkkk,ciao yt,[],['SSSsss']
albyaaa,ciao yutube,['premium'],[]
sofiijx,ciao yt,"['subscriber', 'sub_gifter']",[]
seth_bs2,ciao youtubee,"['subscriber', 'premium']",[]
aless_sang,ciao,[],[]
giorgyx12,ciao ty,[],[]
mariolucci0,ciao yy,"['subscriber', 'premium']",[]
aleessandro1323,ciao,[],[]
manuelio257,ciao yt,[],[]
labella5544,ciao youtube,[],[]
bongocat2010,ciao yt,[],[]
il_mich_2012,ciao ytt,[],[]
patatino2015,ciao yyt,[],[]
1234cristian2011,ciao yt,['subscriber'],[]
than4real,ciao yt,[],[]
niccor10,ciaoo yt,[],[]
spigil0,ciao yt,['subscriber'],[]
hmbcerchio,ciaoyt,[],[]
lacartix_,ciao yt,[],[]
bobisalvo_95,ciao yt,[],[]
sbvalevales,ciao youtube,[],[]
niks5401,ciaao yt,[],[]
supreme_diana15,ciao youtube,['subscriber'],[]
federichione,ciao ytt,[],[]
coolingpanda180,ciao ytt,['share_the_love'],[]
chriktm_22,ciao yt,[],[]
ciac12,ciao yt,[],[]
mari_5102,ciao yt,"['subscriber', 'premium']",[]
leonardo_9090,ciao youtube,['premium'],[]
mancasam390,ciao yt,[],[]
danixboar05,ciao t,"['subscriber', 'premium']",[]
llncl13,ciao yt,['subscriber'],[]
montalto11,ciao yt,[],[]
andre_4543,ciao yt,[],[]
lcludo,ciao youtubee,[],[]
mariomuccio2010,ciao youtube,[],[]
ilfrigomagico089,ciao ytt,[],[]
cirocapuozzo,ciao,[],[]
joelito_pazzerello,cioa yt,['bits'],[]
mari_5102,ciao yt,"['subscriber', 'premium']",[]
sofiijx,ciao yt,"['subscriber', 'sub_gifter']",[]
gachy_kpop,ciao ytt,[],[]
lollo_lacustre333,ciao ciao yt,[],[]
arialeutulacustre_17,ciao ytt,['subscriber'],[]
genveffo11,ciao o ma come ti viene a prendere a casa tua se sei un po in anticipo con il lavoro che ti fa male il collo che non,[],[]
proultrared,ciao youtube,[],[]
mattylive10469,ciao youtube,[],[]
1234cristian2011,ciao yt,['subscriber'],[]
lorenzolazzaroni,ciao yt,[],[]
matildesonoio_,cizo yt,[],[]
bho_banana,ciao yt,['subscriber'],[]
miky0432_,ciao yt,"['subscriber', 'premium']",[]
desiree_yokubo,ciao,[],[]
demon_fire1324,ciao yt,[],[]
danixboar05,ciao yt,"['subscriber', 'premium']",[]
favretto_alby08,ciao yt,[],[]
omaymalacustre,ciao yt,['subscriber'],[]
mattitil0matto,ciao yt,[],[]
elisa6grande_,ciqo yt,[],[]
leonardozito012,ciao yt,[],[]
ryomensukuna12367,ciao youtube,[],[]
4le_2010,ciao yt,[],[]
basso_alto,ciao yt,"['subscriber', 'premium']",[]
damixiano,ciao yt,[],[]
llncl13,ciao yt,['subscriber'],[]
roberto12_o,meglio gta,[],[]
ominobi4nco,ciao yt,[],[]
janeutumlacustre17,ciao yt,"['subscriber', 'share_the_love']",['lolloLuv']
savi8734,ciao yt,[],[]
sniper151882,ciao youtube,[],[]
cavolo16,viao yt,['subscriber'],[]
corradofox,ciao yt,[],[]
10luca21,ciao yt,[],[]
zuccozuccoso14,ciao,[],[]
jacopo32369,ciaoyt,[],[]
jack_lo13,ciao yt,[],[]
emma_pes,ciao yt,[],[]
gio_09990,ciao yt,"['subscriber', 'share_the_love']",[]
1234cristian2011,ciao yt,['subscriber'],[]
danixboar05,bella yt,"['subscriber', 'premium']",[]
littlebug7475,ciao yt,[],[]
cavolo16,ciao yt,['subscriber'],[]
luchitos_5,ciao you tube,[],[]
sofiijx,ciao yt,"['subscriber', 'sub_gifter']",[]
llgufyhaha,ciao ytciao ytciao ytciao ytciao ytciao ytciao ytciao ytciao yt,"['subscriber', 'premium']",[]
antony9456,ciao youtube,[],[]
sigma_2004_twitch,ciao youtube,[],[]
alessandro_ferrari10,ciao yt,[],[]
sasso_spaziale8991,ciao yt,[],[]
ema3637ll,ciao yt,[],[]
lollobeato,ciao yt,[],[]
lorenzostigliano,ciao yt,[],[]
llgufyhaha,ciao ytciao ytciao ytciao yt,"['subscriber', 'premium']",[]
figasborrata12,ciao yyt e viva la ciolaoo,[],[]
dannaiolo_,dannaiolo subscribed with theyve subscribed for months currently on a month streak lollo finalmente ho raggiunto i anni che mi abbono al tuo canale ti si ama,['premium'],[]
emanugame5,ciao ytp,['bits'],[]
niccolo_marchetto010,se,[],[]
solto09,ciao youtube,[],[]
llgufyhaha,ciao ytciao ytciao ytciao ytciao yt,"['subscriber', 'premium']",[]
tommaso18__,ciao yt,[],[]
rainn4444,ciao yt,[],[]
charlie_lacustre,ciao yt,[],[]
miky0432_,ciao yt,"['subscriber', 'premium']",[]
davide_blonds,ciao yt,[],[]
sakottina,ciao yt,"['subscriber', 'twitch_recap_2023']",[]
ste_leucustre17,ciaoo yt,['subscriber'],[]
francygaming28712,ciaoo yt,[],[]
riukyy_,ciao yt,[],[]
gabryx_2013oo,ciao yt,[],[]
salvadrox_2012,ciao youtube,[],[]
coccobello122,ciao yt,[],[]
mastercipm_,ciao yt,[],[]
ryanbolo,ciao yt,[],[]
mariolucci0,ciao yty,"['subscriber', 'premium']",['lolloSwaglollo']
llgufyhaha,ciao ytciao ytciao ytciao ytciao ytciao yt,"['subscriber', 'premium']",[]
carlo_indi,ciao youtube,[],[]
ayoitsscece,maledetti gli esami non posso venire a bergamo,"['subscriber', 'bits']",[]
danielehirnyak,ciao youtube,[],[]
dariogamer0,ciao youtube,[],[]
martiilacustre_,ciao yt,[],[]
sha_x777,ciaoo youtube,[],['>(']
reggia_lacustre,ciao yt,[],[]
fabioogana,ciao yt,[],[]
vito3520,ciaoo yt,[],[]
shadowasp07,ciao yt,['premium'],[]
llgufyhaha,ciao ytciao ytciao ytciao ytciao ytciao ytciao yt,"['subscriber', 'premium']",[]
laurentiu2199,ciao youtube,"['subscriber', 'sub_gifter']",[]
sofiijx,ciao yt,"['subscriber', 'sub_gifter']",[]
asiettina_qlff,ciao yt,[],[]
5pingu7,ciao it,[],[]
lollo7078,bella yt,[],[]
dilo_456,ciao youtube,[],[]
lollo_64356,ciao yt,[],[]
giobanana87,ciao yt,[],[]
theking0fchill_,ciao yt,[],['<3']
leon4rdo_20,ciao youtube,[],[]
davidino_desert,ciao yt,"['subscriber', 'premium']",[]
353fhytffw,ciao ytyytyytytyttyytt,[],[]
llgufyhaha,ciao ytciao ytciao ytciao ytciao yt,"['subscriber', 'premium']",[]
lumina000,hello youtube jejee,[],[]
lucastuca99,ciao yt,[],[]
simba_serp,ciao yt,[],[]
eck3011,ciao youtube,[],[]
helyferh,ciao yt,[],[]
jasser_ouej,lollo dove posso vedere i tuoi prossimi eventi,[],[]
llgufyhaha,ciao yt,"['subscriber', 'premium']",[]
sofy_2013_,ciao yt,['premium'],[]
coolingpanda180,goated,['share_the_love'],[]
caccapupu334,ciaoyt,[],[]
cosmingamertnt3,ciaoo ytt,[],[]
vboker22,ciao,[],[]
carm3sproita,ciao ut,[],[]
tiporeu,ciao youtube ciao youtube,[],[]
danixboar05,ciao yt,"['subscriber', 'premium']",[]
amoikiwifrancy57,ciao youtubeù,"['subscriber', 'premium']",[]
justleo007,ciao yt,[],[]
chwrriepie_,ciao yt,[],[]
lucci2004_,ciao yt,[],[]
sneikmathiu74,ciao belli ciao belli ciao belli ciao belli ciao belli ciao belli,[],[]
lucfals4,ciao tu,[],[]
grandcoldpro_bs,ciaopo tremoni,[],[]
llgufyhaha,ciao ytciao ytciao yt,"['subscriber', 'premium']",[]
aaadede,ciao ytt,[],[]
lorenzocaporicc,ciao yt,[],[]
crivellone,ciao yt,[],[]
katykat1465,ciao yt,[],[]
tommy_5iq,ciao yt,[],[]
mattiascrollini,ciao yt,"['subscriber', 'no_audio']",[]
away_wall31,ciao yt,[],[]
gaieutum_lacustre17,ciao youtube,['subscriber'],[]
ciccioale45,ciao ytciao ytciao ytciao ytciao ytciao ytciao ytciao yt,[],[]
ziazunmi,ciao belli di yt pokpikachu pokpikachu,['hype_train'],[]
alylacustre,ciau yt,['subscriber'],['lolloKiwidance']
iosonosara_22,ciao yt,[],[]
lucamarcorelli,ciao yt,[],[]
llgufyhaha,ciao ytciao ytciao ytciao ytciao yt,"['subscriber', 'premium']",[]
arialeutulacustre_17,ciao ytt,['subscriber'],[]
matti_lo_chef,ciao yt,[],[]
daragoc,ciao yt,[],[]
sonoilfra104,ciao superipermega cioloni,[],[]
z3ktr0_,ciao yt,[],[]
hyloxinoalt,ciao yt,['twitch_recap_2023'],[]
mario_ori,ciao youtube,[],[]
llgufyhaha,ciao ytciao ytciao ytciao yt,"['subscriber', 'premium']",[]
llncl13,ciao yt,['subscriber'],[]
caputsyrup,ciao yt,[],[]
zairy_hr,ciao yt,[],[]
clakky_forlollo,ciao youtube,[],[]
danixboar05,ciao yt,"['subscriber', 'premium']",[]
,ciao youtube,[],[]
michele__2014,ciao yt,[],[]
nlist12,ciao yt,[],[]
au_lo_,ciao youtube,[],[]
giovax1405,ciao yt,['no_audio'],[]
mari_5102,ciao ytytyt,"['subscriber', 'premium']",[]
ricky_lamarmellata,ciaoyt,[],[]
sonoadamino7,ciaoo ti,[],[]
castesumax,ciao youtube,[],[]
pabloasr1927,ciao yt,['subscriber'],[]
06andrea_,ciao yt,['subscriber'],[]
ashxy_47,ciao yt,[],[]
ginestra123,ciao yt,[],[]
sassodeiboschi,ciao yt,[],[]
ale_fiesoli08,ciao yt,[],[]
gbamy00,ciao yt,"['subscriber', 'hype_train']",[]
unicorn012m,ciao yt,['no_audio'],[]
elisaaa_adi,ciao yt,[],[':p']
onl1sybvybes,ciao yt,['no_video'],[]
laccauntdimanu,ciao yt,[],[]
byancavt,ciao yty,['subscriber'],['lolloHi']
eh_tonelli,ciaoo yt,[],['<3']
julaly0,ciao yt,"['subscriber', 'sub_gifter']",[]
lula414,ciao youtube,"['subscriber', 'no_audio']",[]
mrlad_22a,ciao yt,['premium'],[]
mariolucci0,ciaoo ytyt,"['subscriber', 'premium']",['<3']
giorgiasssvolpi467,yo youtube,[],[]
chris382b,ciao belli,[],[]
giorgymoli,ciao youtube,[],[]
ocikeve,ciao yt,['bits'],[]
saraah_metaa,ciao yt,[],[]
ernek000,ciao yyt,[],[]
vincetexgenni,ciao yt,[],[]
sono_io_cioa,ciaociaoocoiuodaopdvvsvv,[],[]
charlzvieri,ciao youtube,[],[]
mariolaoo,ciao yt,['subscriber'],['lolloLuv']
